Date,Weekday,AI_Platform,AI_Model_Version,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,Query_Type,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Device_Type,Response_Accuracy,Response_Speed_sec,Response_Time_Category,User_Return_Frequency,Customer_Support_Interactions
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,335,Algorithm Explanation,5,2.11,19,Laptop/Desktop,0.8989,1.20,Fast,2,3
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,319,Debugging,5,2.11,29,Laptop/Desktop,0.9375,1.38,Fast,8,0
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,224,Debugging,4,1.71,59,Mobile,0.8795,1.32,Fast,4,1
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,489,Code Optimization,5,2.11,52,Mobile,0.8808,1.07,Fast,7,3
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,General,166,Implementation Help,5,2.11,46,Mobile,0.8736,1.20,Fast,1,1
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,454,Code Optimization,5,2.11,36,Laptop/Desktop,0.9262,1.07,Fast,8,0
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,156,Algorithm Explanation,5,2.11,37,Laptop/Desktop,0.916,1.19,Fast,8,0
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,167,Debugging,5,2.11,17,Tablet,0.9322,1.04,Fast,3,3
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,115,Code Optimization,5,2.11,36,Laptop/Desktop,0.9048,1.36,Fast,3,0
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,333,Code Optimization,4,1.71,55,Mobile,0.8751,1.13,Fast,7,2
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,General,298,Implementation Help,5,2.11,20,Laptop/Desktop,0.89,1.39,Fast,9,0
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,386,Code Optimization,5,2.11,10,Laptop/Desktop,0.8946,1.06,Fast,3,2
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,427,Algorithm Explanation,4,1.71,24,Laptop/Desktop,0.933,1.21,Fast,4,3
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,304,Debugging,4,1.71,29,Laptop/Desktop,0.9123,1.26,Fast,6,2
06-08-2024,Tuesday,DeepSeek,DeepSeek-Chat 1.5,2150000,215000,43000,0.02,0.95,Technical,475,Code Optimization,5,2.11,57,Mobile,0.8777,1.17,Fast,1,0
03-04-2024,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,General,133,Best Practices,3,0.67,7,Laptop/Desktop,0.8346,4.13,Standard,4,2
03-04-2024,Wednesday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,General,386,Best Practices,4,1.07,12,Laptop/Desktop,0.8011,4.41,Standard,6,0
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,230,Debugging,4,1.76,18,Mobile,0.8249,0.80,Instant,10,3
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,123,Code Optimization,5,2.16,53,Mobile,0.8968,1.05,Instant,10,3
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,261,Algorithm Explanation,5,2.16,27,Tablet,0.827,0.79,Instant,6,2
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,General,305,Implementation Help,5,2.16,45,Laptop/Desktop,0.8733,0.82,Instant,5,0
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,98,Code Optimization,5,2.16,27,Mobile,0.8673,0.93,Instant,5,0
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,136,Code Optimization,4,1.76,43,Mobile,0.9136,0.94,Instant,5,1
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,241,Algorithm Explanation,4,1.76,20,Laptop/Desktop,0.9225,0.99,Instant,10,3
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,General,67,Implementation Help,4,1.76,42,Laptop/Desktop,0.8837,1.12,Instant,7,1
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,342,Algorithm Explanation,5,2.16,59,Tablet,0.9043,0.94,Instant,4,3
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,227,Algorithm Explanation,5,2.16,36,Laptop/Desktop,0.9117,0.74,Instant,1,1
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,469,Debugging,5,2.16,49,Mobile,0.8951,1.13,Instant,3,3
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,115,Code Optimization,4,1.76,33,Mobile,0.9246,0.88,Instant,10,2
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,376,Code Optimization,5,2.16,10,Mobile,0.9149,0.79,Instant,6,1
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,415,Code Optimization,5,2.16,34,Laptop/Desktop,0.8931,0.98,Instant,8,0
19-08-2023,Saturday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,409,Algorithm Explanation,5,2.16,48,Mobile,0.8707,0.89,Instant,10,2
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,389,Best Practices,5,1.56,10,Tablet,0.8976,3.82,Standard,4,3
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,321,Content Creation,4,1.16,38,Mobile,0.8645,3.95,Standard,2,2
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,138,Content Creation,3,0.76,5,Mobile,,3.93,Standard,1,2
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,193,Content Creation,3,0.76,18,Laptop/Desktop,0.8824,3.98,Standard,2,1
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,151,Content Creation,3,0.76,36,Mobile,0.8659,4.11,Standard,4,3
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,298,Professional Writing,5,1.56,36,Mobile,0.9415,3.95,Standard,8,3
07-07-2023,Friday,ChatGPT,GPT-4-turbo,1200000,60000,60000,0.05,0.95,General,386,Professional Writing,4,1.16,27,Mobile,0.8876,4.16,Standard,9,3
26-04-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,254,Implementation Help,4,1.57,26,Mobile,0.8851,2.05,Fast,6,2
26-04-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,422,Algorithm Explanation,5,1.97,17,Laptop/Desktop,0.8673,2.01,Fast,8,2
26-04-2024,Friday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,200,Implementation Help,4,1.57,45,Mobile,0.9272,2.07,Fast,8,3
16-09-2024,Monday,ChatGPT,GPT-4-turbo,500000,25000,25000,0.05,0.95,General,290,Professional Writing,5,1.63,13,Laptop/Desktop,0.7914,3.26,Standard,4,2
16-09-2024,Monday,ChatGPT,GPT-4-turbo,500000,25000,25000,0.05,0.95,General,211,Best Practices,3,0.83,31,Mobile,0.7635,3.18,Standard,4,1
16-09-2024,Monday,ChatGPT,GPT-4-turbo,500000,25000,25000,0.05,0.95,General,275,Professional Writing,4,1.23,26,Laptop/Desktop,0.7536,3.18,Standard,4,1
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,277,Algorithm Explanation,5,2.04,49,Mobile,0.9451,1.78,Fast,1,0
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,399,Debugging,4,1.64,58,Laptop/Desktop,0.968,1.56,Fast,6,1
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,383,Debugging,4,1.64,16,Mobile,0.9374,1.68,Fast,3,2
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,453,Implementation Help,4,1.64,15,Laptop/Desktop,0.9618,1.65,Fast,10,3
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,419,Debugging,5,2.04,52,Laptop/Desktop,0.8909,1.65,Fast,7,3
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,354,Implementation Help,5,2.04,17,Laptop/Desktop,0.8816,1.81,Fast,8,3
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,329,Debugging,5,2.04,50,Mobile,0.9647,1.59,Fast,5,0
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,85,Implementation Help,4,1.64,31,Laptop/Desktop,0.9067,1.50,Fast,3,3
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,372,Implementation Help,4,1.64,53,Laptop/Desktop,0.9667,1.80,Fast,6,1
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,102,Implementation Help,5,2.04,37,Mobile,,1.62,Fast,5,2
27-01-2025,Monday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,68,Algorithm Explanation,5,2.04,35,Mobile,0.9183,1.76,Fast,6,3
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,299,Best Practices,4,1.46,30,Mobile,,2.54,Fast,5,2
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,398,Education,3,1.06,12,Tablet,0.8515,2.48,Fast,10,0
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,222,Professional Writing,3,1.06,31,Mobile,0.8609,2.37,Fast,8,3
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,101,Content Creation,5,1.86,40,Mobile,0.8884,2.64,Fast,10,0
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,317,Professional Writing,5,1.86,27,Laptop/Desktop,0.8898,2.33,Fast,7,3
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,469,Professional Writing,4,1.46,33,Laptop/Desktop,0.9296,2.29,Fast,5,2
03-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,210,Content Creation,4,1.46,21,Mobile,0.8954,2.57,Fast,2,0
15-04-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,149,Algorithm Explanation,4,1.78,24,Laptop/Desktop,0.856,0.76,Instant,4,0
15-04-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,General,95,Implementation Help,4,1.78,17,Laptop/Desktop,0.889,0.82,Instant,4,0
15-04-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,280,Code Optimization,5,2.18,58,Mobile,0.8757,0.91,Instant,6,0
15-04-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,475,Code Optimization,4,1.78,14,Laptop/Desktop,0.8466,0.94,Instant,9,1
15-04-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,412,Debugging,5,2.18,54,Mobile,0.8315,0.90,Instant,1,2
15-04-2024,Monday,DeepSeek,DeepSeek-Chat 1.5,1550000,155000,31000,0.02,0.95,Technical,452,Algorithm Explanation,4,1.78,15,Mobile,0.8558,0.81,Instant,1,0
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,250,Professional Writing,5,1.87,8,Tablet,0.8682,2.48,Fast,1,1
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,458,Professional Writing,4,1.47,25,Laptop/Desktop,0.8449,2.38,Fast,10,1
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,351,Professional Writing,4,1.47,11,Mobile,0.8417,2.50,Fast,5,1
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,359,Professional Writing,4,1.47,37,Laptop/Desktop,0.887,2.14,Fast,7,2
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,202,Content Creation,3,1.07,25,Laptop/Desktop,0.7985,2.14,Fast,6,2
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,248,Best Practices,3,1.07,14,Mobile,0.8902,2.16,Fast,10,2
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,229,Education,5,1.87,27,Tablet,0.8441,2.19,Fast,4,2
15-05-2024,Wednesday,ChatGPT,GPT-4-turbo,700000,35000,35000,0.05,0.95,General,317,Education,3,1.07,7,Laptop/Desktop,0.8717,2.45,Fast,8,1
30-08-2023,Wednesday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,General,254,Implementation Help,5,2.28,30,Mobile,0.9018,0.68,Instant,6,1
30-08-2023,Wednesday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,Technical,354,Algorithm Explanation,5,2.28,31,Laptop/Desktop,0.907,0.40,Instant,2,1
30-08-2023,Wednesday,DeepSeek,DeepSeek-Chat 1.5,350000,35000,7000,0.02,0.95,General,488,Implementation Help,5,2.28,48,Laptop/Desktop,0.9961,0.46,Instant,2,0
23-11-2024,Saturday,ChatGPT,GPT-4-turbo,400000,20000,20000,0.05,0.95,General,278,Best Practices,4,1.54,5,Laptop/Desktop,0.8579,2.03,Fast,9,3
23-11-2024,Saturday,ChatGPT,GPT-4-turbo,400000,20000,20000,0.05,0.95,General,144,Professional Writing,3,1.14,34,Laptop/Desktop,0.9214,2.27,Fast,5,0
03-02-2024,Saturday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,447,Code Optimization,5,1.96,43,Mobile,0.8398,1.92,Fast,2,0
03-02-2024,Saturday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,General,494,Implementation Help,5,1.96,58,Tablet,0.8911,1.96,Fast,3,2
03-02-2024,Saturday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,468,Debugging,4,1.56,41,Mobile,0.827,1.73,Fast,3,1
03-02-2024,Saturday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,387,Algorithm Explanation,5,1.96,39,Mobile,0.8335,1.91,Fast,2,1
03-02-2024,Saturday,DeepSeek,DeepSeek-Chat 1.5,1250000,125000,25000,0.02,0.95,Technical,117,Algorithm Explanation,5,1.96,30,Mobile,0.8516,1.77,Fast,8,3
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,62,Professional Writing,4,1.31,14,Laptop/Desktop,0.8175,3.12,Standard,4,2
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,366,Professional Writing,4,1.31,28,Mobile,0.7898,3.10,Standard,3,1
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,146,Professional Writing,4,1.31,16,Smart Speaker,0.8046,2.89,Standard,8,3
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,391,Professional Writing,5,1.71,19,Tablet,0.7899,2.85,Standard,4,1
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,106,Best Practices,3,0.91,25,Mobile,0.8178,2.98,Standard,7,2
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,477,Content Creation,5,1.71,22,Laptop/Desktop,0.7803,3.17,Standard,3,2
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,333,Professional Writing,4,1.31,20,Mobile,0.8078,3.21,Standard,8,0
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,299,Professional Writing,3,0.91,14,Laptop/Desktop,0.825,2.96,Standard,6,1
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,481,Professional Writing,5,1.71,11,Mobile,0.8043,3.08,Standard,2,2
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,376,Best Practices,3,0.91,13,Laptop/Desktop,0.7732,3.07,Standard,9,0
31-12-2024,Tuesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,General,198,Education,5,1.71,38,Mobile,0.8399,3.21,Standard,4,3
27-07-2024,Saturday,DeepSeek,DeepSeek-Chat 1.5,2000000,200000,40000,0.02,0.95,Technical,209,Code Optimization,5,2.2,47,Mobile,,0.70,Instant,2,2
08-11-2024,Friday,ChatGPT,GPT-4-turbo,400000,20000,20000,0.05,0.95,General,112,Professional Writing,4,1.16,37,Mobile,0.8627,3.96,Standard,5,1
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,376,Implementation Help,5,2.02,18,Laptop/Desktop,0.8544,1.47,Fast,7,1
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,105,Implementation Help,5,2.02,12,Mobile,0.8097,1.80,Fast,9,3
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,225,Algorithm Explanation,5,2.02,33,Mobile,0.836,1.52,Fast,9,0
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,General,335,Implementation Help,4,1.62,21,Laptop/Desktop,0.8056,1.61,Fast,7,3
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,456,Debugging,5,2.02,44,Tablet,0.8426,1.62,Fast,10,0
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,407,Algorithm Explanation,5,2.02,58,Laptop/Desktop,0.8439,1.60,Fast,6,0
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,201,Code Optimization,5,2.02,60,Laptop/Desktop,0.8186,1.70,Fast,9,1
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,446,Code Optimization,5,2.02,21,Laptop/Desktop,0.8638,1.64,Fast,1,3
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,379,Algorithm Explanation,5,2.02,33,Laptop/Desktop,0.8223,1.76,Fast,9,0
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,384,Code Optimization,5,2.02,37,Laptop/Desktop,0.8508,1.45,Fast,6,2
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,265,Code Optimization,5,2.02,17,Smart Speaker,0.806,1.51,Fast,3,0
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,195,Debugging,5,2.02,11,Mobile,0.874,1.79,Fast,6,1
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,210,Debugging,5,2.02,52,Laptop/Desktop,,1.46,Fast,2,2
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,120,Algorithm Explanation,5,2.02,42,Mobile,0.8354,1.81,Fast,3,3
05-01-2025,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,Technical,491,Debugging,4,1.62,46,Laptop/Desktop,0.8856,1.80,Fast,5,3
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,387,Content Creation,4,1.3,12,Laptop/Desktop,0.867,3.35,Standard,3,2
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,228,Best Practices,5,1.7,29,Mobile,0.8683,3.44,Standard,9,1
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,411,Best Practices,4,1.3,26,Mobile,0.9429,3.45,Standard,1,1
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,321,Best Practices,5,1.7,38,Mobile,0.8935,3.48,Standard,4,1
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,457,Professional Writing,4,1.3,23,Tablet,0.9204,3.38,Standard,3,3
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,464,Professional Writing,5,1.7,10,Tablet,0.9222,3.20,Standard,4,0
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,405,Content Creation,3,0.9,16,Mobile,0.9348,3.40,Standard,7,1
21-03-2024,Thursday,ChatGPT,GPT-4-turbo,800000,40000,40000,0.05,0.95,General,393,Professional Writing,4,1.3,37,Laptop/Desktop,0.9457,3.15,Standard,10,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,306,Algorithm Explanation,5,2.04,50,Laptop/Desktop,,1.74,Fast,1,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,267,Implementation Help,5,2.04,14,Mobile,0.8956,1.72,Fast,4,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,124,Algorithm Explanation,5,2.04,44,Mobile,0.9177,1.47,Fast,10,3
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,485,Implementation Help,4,1.64,23,Laptop/Desktop,0.8636,1.63,Fast,1,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,214,Code Optimization,5,2.04,49,Mobile,0.9046,1.42,Fast,8,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,95,Debugging,5,2.04,30,Mobile,0.8567,1.61,Fast,7,0
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,156,Implementation Help,5,2.04,33,Mobile,0.8478,1.59,Fast,8,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,177,Debugging,5,2.04,50,Mobile,0.8454,1.77,Fast,8,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,465,Implementation Help,5,2.04,47,Laptop/Desktop,0.8998,1.74,Fast,6,3
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,455,Code Optimization,5,2.04,20,Mobile,0.8545,1.59,Fast,4,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,207,Debugging,5,2.04,28,Mobile,0.8586,1.80,Fast,8,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,443,Debugging,5,2.04,19,Mobile,0.9114,1.44,Fast,5,1
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,363,Code Optimization,5,2.04,16,Mobile,0.9405,1.41,Fast,3,2
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,249,Debugging,5,2.04,32,Mobile,0.9431,1.67,Fast,2,1
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,Technical,355,Debugging,5,2.04,26,Laptop/Desktop,0.8651,1.65,Fast,1,1
20-11-2024,Wednesday,DeepSeek,DeepSeek-Chat 1.5,2600000,260000,52000,0.02,0.95,General,181,Implementation Help,5,2.04,27,Laptop/Desktop,0.85,1.46,Fast,3,1
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,142,Content Creation,5,1.66,31,Laptop/Desktop,0.8119,3.32,Standard,5,0
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,296,Professional Writing,5,1.66,36,Laptop/Desktop,0.8643,3.30,Standard,3,3
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,404,Content Creation,3,0.86,27,Laptop/Desktop,0.8477,3.20,Standard,6,3
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,467,Education,4,1.26,23,Tablet,0.8273,3.48,Standard,1,3
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,252,Professional Writing,5,1.66,10,Laptop/Desktop,0.8433,3.55,Standard,4,1
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,499,Best Practices,4,1.26,27,Laptop/Desktop,0.8383,3.23,Standard,4,2
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,357,Education,3,0.86,24,Laptop/Desktop,0.8548,3.35,Standard,7,2
02-08-2023,Wednesday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,General,217,Education,3,0.86,24,Tablet,0.8309,3.25,Standard,1,0
